name,model,weight,threshold_lambda,oof_qwk,oof_lift_vs_step18b,oof_lift_vs_step25,test_l1,diff_vs_step25_public,diff_vs_step25_private,diff_vs_step25_total,forbidden_vs_step25,pub_dist,pri_dist,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,forbidden_changes,w_e5,w_scincl,w_specter,w_ridge,diff_vs_step36_public,diff_vs_step36_private,diff_vs_step36_total,diff_vs_step39_public,diff_vs_step39_private,diff_vs_step39_total,oof_lift_vs_step36,oof_lift_vs_step39,thresholds
step13retune_e50p60_scincl0p30_specter0p10_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6591275462276434,-0.0010487895176716222,-0.002133012151589564,0.1690419422721915,9,9,18,0,"{1: 122, 2: 66, 3: 52, 4: 36, 5: 22}","{1: 136, 2: 65, 3: 44, 4: 31, 5: 22}",124,64,60,0.03225806451612903,17,31,12,11,0,0.6,0.3,0.1,0.0,10,11,21,10,10,20,-0.002970439201779418,-0.003458560381911946,"1.909668,2.545550,3.250519,4.114973"
step13retune_e50p50_scincl0p30_specter0p10_ridge0p10_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6590935417106214,-0.0010827940346935794,-0.002167016668611521,0.1757533516681647,10,15,25,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 67, 3: 42, 4: 29, 5: 23}",120,60,60,0.0,18,18,15,17,0,0.5,0.3,0.1,0.1,9,13,22,9,12,21,-0.003004443718801375,-0.003492564898933903,"1.933669,2.532255,3.202787,4.014150"
step13retune_e50p55_scincl0p35_specter0p10_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6590130599701706,-0.0011632757751444123,-0.002247498409062354,0.16233053287621835,6,8,14,0,"{1: 122, 2: 64, 3: 55, 4: 35, 5: 22}","{1: 137, 2: 64, 3: 44, 4: 31, 5: 22}",106,54,52,0.018867924528301886,12,24,11,10,0,0.55,0.35,0.1,0.0,7,6,13,7,5,12,-0.003084925459252208,-0.003573046639384736,"1.914221,2.537309,3.243376,4.092695"
step13retune_e50p55_scincl0p30_specter0p15_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6590082595716396,-0.0011680761736754253,-0.002252298807593367,0.18246476106413784,8,12,20,0,"{1: 123, 2: 66, 3: 52, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 41, 4: 31, 5: 22}",100,52,48,0.04,8,22,13,14,0,0.55,0.3,0.15,0.0,11,10,21,9,9,18,-0.003089725857783221,-0.003577847037915749,"1.912749,2.546418,3.245240,4.099690"
step13retune_e50p60_scincl0p25_specter0p10_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6589804727443112,-0.0011958630010038274,-0.002280085634921769,0.1723976469701781,12,15,27,0,"{1: 123, 2: 65, 3: 50, 4: 38, 5: 22}","{1: 136, 2: 66, 3: 44, 4: 30, 5: 22}",142,71,71,0.0,24,29,15,17,0,0.6,0.25,0.1,0.05,13,17,30,11,16,27,-0.003117512685111623,-0.003605633865244151,"1.922834,2.539946,3.234363,4.080861"
step13retune_e50p55_scincl0p35_specter0p10_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6589703924962373,-0.0012059432490776345,-0.0022901658829955762,0.16233053287621835,6,8,14,0,"{1: 122, 2: 64, 3: 55, 4: 35, 5: 22}","{1: 137, 2: 64, 3: 44, 4: 31, 5: 22}",105,54,51,0.02857142857142857,11,24,11,10,0,0.55,0.35,0.1,0.0,7,6,13,7,5,12,-0.00312759293318543,-0.0036157141133179582,"1.914445,2.535916,3.243915,4.094669"
step13retune_e50p50_scincl0p30_specter0p11_ridge0p09_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6589232800116044,-0.0012530557337105952,-0.002337278367628537,0.1757533516681647,10,14,24,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 67, 3: 43, 4: 28, 5: 23}",120,61,59,0.016666666666666666,15,19,15,16,0,0.5,0.3,0.11,0.09,9,12,21,9,11,20,-0.003174705417818391,-0.003662826597950919,"1.932679,2.535443,3.212635,4.025527"
step13retune_e50p55_scincl0p30_specter0p15_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6588947027349465,-0.0012816330103684326,-0.0023658556442863743,0.18246476106413784,8,12,20,0,"{1: 123, 2: 66, 3: 52, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 41, 4: 31, 5: 22}",103,53,50,0.02912621359223301,8,22,13,14,0,0.55,0.3,0.15,0.0,11,10,21,9,9,18,-0.0032032826944762283,-0.0036914038746087563,"1.920050,2.546256,3.244487,4.100098"
step13retune_e50p40_scincl0p40_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6586472562232955,-0.0015290795220195275,-0.002613302155937469,0.16233053287621835,12,16,28,1,"{1: 122, 2: 62, 3: 59, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 31, 5: 22}",131,66,65,0.007633587786259542,21,26,13,18,0,0.4,0.4,0.15,0.05,11,14,25,11,13,24,-0.003450729206127323,-0.003938850386259851,"1.925500,2.528183,3.215201,4.047960"
step13retune_e50p50_scincl0p30_specter0p11_ridge0p09_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6586144248020982,-0.0015619109432167821,-0.002646133577134724,0.1757533516681647,10,14,24,0,"{1: 122, 2: 65, 3: 54, 4: 34, 5: 23}","{1: 137, 2: 67, 3: 43, 4: 28, 5: 23}",119,60,59,0.008403361344537815,15,19,15,16,0,0.5,0.3,0.11,0.09,9,12,21,9,11,20,-0.003483560627324578,-0.003971681807457106,"1.932211,2.534779,3.212750,4.027133"
step13retune_e50p40_scincl0p40_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6583862457421745,-0.0017900900031404543,-0.002874312637058396,0.16233053287621835,12,17,29,1,"{1: 122, 2: 62, 3: 59, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 43, 4: 30, 5: 22}",134,68,66,0.014925373134328358,21,27,13,19,0,0.4,0.4,0.15,0.05,11,15,26,11,14,25,-0.00371173968724825,-0.004199860867380778,"1.925316,2.528666,3.220852,4.047834"
step13retune_e50p30_scincl0p50_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6583288010033886,-0.0018475347419263377,-0.0029317573758442794,0.15897482817823178,23,23,46,1,"{1: 124, 2: 61, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 62, 3: 45, 4: 30, 5: 22}",201,102,99,0.014925373134328358,51,40,24,27,0,0.3,0.5,0.15,0.05,22,21,43,20,22,42,-0.0037691844260341334,-0.004257305606166661,"1.926283,2.530024,3.222654,4.024120"
step13retune_e50p50_scincl0p35_specter0p15_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6582956892903993,-0.001880646454915702,-0.0029648690888336438,0.16568623757420492,4,9,13,0,"{1: 123, 2: 62, 3: 56, 4: 35, 5: 22}","{1: 136, 2: 67, 3: 42, 4: 31, 5: 22}",93,46,47,-0.010752688172043012,5,22,9,11,0,0.5,0.35,0.15,0.0,5,7,12,5,6,11,-0.0038022961390234977,-0.004290417319156026,"1.910949,2.528923,3.243940,4.091550"
step13retune_e50p30_scincl0p45_specter0p20_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6582910494085701,-0.0018852863367448958,-0.0029695089706628375,0.16904194227219155,24,21,45,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 64, 3: 44, 4: 30, 5: 22}",184,93,91,0.010869565217391304,43,40,25,25,0,0.3,0.45,0.2,0.05,23,19,42,21,20,41,-0.0038069360208526914,-0.0042950572009852195,"1.926468,2.527226,3.220319,4.031965"
step13retune_e50p35_scincl0p45_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6581587501171884,-0.0020175856281265947,-0.0031018082620445364,0.16568623757420492,19,19,38,1,"{1: 126, 2: 59, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 43, 4: 30, 5: 22}",160,79,81,-0.0125,32,30,20,23,0,0.35,0.45,0.15,0.05,18,17,35,18,18,36,-0.00393923531223439,-0.004427356492366918,"1.925218,2.535446,3.219655,4.036044"
step13retune_e50p35_scincl0p45_specter0p15_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6577691721289268,-0.0024071636163881527,-0.0034913862503060944,0.16568623757420492,19,19,38,1,"{1: 126, 2: 59, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 43, 4: 30, 5: 22}",161,79,82,-0.018633540372670808,32,31,20,23,0,0.35,0.45,0.15,0.05,18,17,35,18,18,36,-0.004328813300495948,-0.004816934480628476,"1.925918,2.535742,3.222589,4.037121"
step13retune_e50p30_scincl0p50_specter0p15_ridge0p05_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.657588066718065,-0.0025882690272499564,-0.003672491661167898,0.15897482817823178,23,23,46,1,"{1: 124, 2: 61, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 62, 3: 45, 4: 30, 5: 22}",201,100,101,-0.004975124378109453,52,40,24,27,0,0.3,0.5,0.15,0.05,22,21,43,20,22,42,-0.004509918711357752,-0.00499803989149028,"1.926842,2.526579,3.218419,4.022148"
step13retune_e50p30_scincl0p45_specter0p20_ridge0p05_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.657304037572024,-0.0028722981732909325,-0.003956520807208874,0.1723976469701781,23,20,43,1,"{1: 126, 2: 61, 3: 55, 4: 33, 5: 23}","{1: 138, 2: 65, 3: 43, 4: 30, 5: 22}",185,92,93,-0.005405405405405406,45,40,24,24,0,0.3,0.45,0.2,0.05,22,18,40,20,19,39,-0.004793947857398728,-0.005282069037531256,"1.926712,2.529589,3.216425,4.021618"
step13retune_e50p45_scincl0p40_specter0p15_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6567302869463798,-0.003446048798935175,-0.004530271432853117,0.16568623757420492,8,12,20,1,"{1: 124, 2: 61, 3: 57, 4: 34, 5: 22}","{1: 139, 2: 64, 3: 42, 4: 31, 5: 22}",108,49,59,-0.09259259259259259,10,27,9,14,0,0.45,0.4,0.15,0.0,7,10,17,7,9,16,-0.005367698483042971,-0.005855819663175499,"1.914467,2.534806,3.245438,4.091799"
step13retune_e50p45_scincl0p40_specter0p15_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.656717954781098,-0.0034583809642170227,-0.004542603598134964,0.16568623757420492,9,13,22,1,"{1: 124, 2: 61, 3: 58, 4: 33, 5: 22}","{1: 139, 2: 64, 3: 43, 4: 30, 5: 22}",115,53,62,-0.0782608695652174,10,30,10,15,0,0.45,0.4,0.15,0.0,8,11,19,8,10,18,-0.005380030648324818,-0.005868151828457346,"1.914599,2.537446,3.250217,4.094357"
step13retune_e50p40_scincl0p45_specter0p15_ridge0p00_bge0p0275_l4p0,ridge_a3p0,0.0275,4.0,0.6559627409223711,-0.004213594822943922,-0.005297817456861864,0.15897482817823178,13,16,29,1,"{1: 123, 2: 61, 3: 59, 4: 33, 5: 22}","{1: 137, 2: 65, 3: 44, 4: 30, 5: 22}",139,64,75,-0.07913669064748201,22,34,14,20,0,0.4,0.45,0.15,0.0,12,14,26,12,15,27,-0.006135244507051718,-0.006623365687184246,"1.915487,2.532164,3.241161,4.081705"
step13retune_e50p40_scincl0p45_specter0p15_ridge0p00_bge0p0275_l6p0,ridge_a3p0,0.0275,6.0,0.6559627409223711,-0.004213594822943922,-0.005297817456861864,0.15897482817823178,13,16,29,1,"{1: 123, 2: 61, 3: 59, 4: 33, 5: 22}","{1: 137, 2: 65, 3: 44, 4: 30, 5: 22}",139,64,75,-0.07913669064748201,22,34,14,20,0,0.4,0.45,0.15,0.0,12,14,26,12,15,27,-0.006135244507051718,-0.006623365687184246,"1.915487,2.532164,3.241161,4.081705"
