doi_norm,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract
10.1007/978-3-319-61660-5_31,True,,Adjudication of Coreference Annotations via Answer Set Optimization,Springer International Publishing,book-chapter,,0,29,2,1,0
10.1007/978-3-319-61660-5_4,True,,From Logic Programming and Non-monotonic Reasoning to Computational Argumentation and Beyond,Springer International Publishing,book-chapter,,0,20,0,1,0
10.1007/978-3-319-61660-5_5,True,,Modular Construction of Minimal Models,Springer International Publishing,book-chapter,,0,4,0,1,0
10.1007/978-3-319-61660-5_6,True,,A Hasse Diagram for Weighted Sceptical Semantics with a Unique-Status Grounded Semantics,Springer International Publishing,book-chapter,,0,13,6,1,0
10.1007/978-3-319-61660-5_7,True,,Foundations for a Probabilistic Event Calculus,Springer International Publishing,book-chapter,,0,12,5,1,0
10.1007/978-3-319-61660-5_8,True,,Contextual Reasoning: Usually Birds Can Abductively Fly,Springer International Publishing,book-chapter,,0,26,4,1,0
10.1007/978-3-319-63387-9_10,True,,Value Iteration for Long-Run Average Reward in Markov Decision Processes,Springer International Publishing,book-chapter,,0,33,29,2,0
10.1007/978-3-319-63387-9_11,True,,STLInspector: STL Validation with Guarantees,Springer International Publishing,book-chapter,,0,21,9,2,0
10.1007/978-3-319-63387-9_14,True,,Data-Driven Synthesis of Full Probabilistic Programs,Springer International Publishing,book-chapter,,0,38,11,2,0
10.1007/978-3-319-63387-9_16,True,,Montre: A Tool for Monitoring Timed Regular Expressions,Springer International Publishing,book-chapter,,0,16,24,2,0
10.1007/978-3-319-63387-9_17,True,,Runtime Monitoring with Recovery of the SENT Communication Protocol,Springer International Publishing,book-chapter,,0,40,23,2,0
10.1007/978-3-319-63387-9_18,True,,Runtime Verification of Temporal Properties over Out-of-Order Data Streams,Springer International Publishing,book-chapter,,0,22,15,2,0
10.1007/978-3-319-63387-9_19,True,,Lagrangian Reachabililty,Springer International Publishing,book-chapter,,0,33,4,2,0
10.1007/978-3-319-63387-9_2,True,,Program Verification Under Weak Memory Consistency Using Separation Logic,Springer International Publishing,book-chapter,,0,28,6,2,0
10.1007/978-3-319-63387-9_20,True,,Simulation-Equivalent Reachability of Large Linear Systems with Inputs,Springer International Publishing,book-chapter,,0,21,48,2,0
10.1007/978-3-319-63387-9_21,True,,MightyL: A Compositional Translation from MITL to Timed Automata,Springer International Publishing,book-chapter,,0,39,22,2,0
10.1007/978-3-319-63387-9_22,True,,DryVR: Data-Driven Verification and Compositional Reasoning for Automotive Systems,Springer International Publishing,book-chapter,,0,38,68,2,0
10.1007/978-3-319-63387-9_23,True,,Automated Formal Synthesis of Digital Controllers for State-Space Physical Plants,Springer International Publishing,book-chapter,,0,34,24,2,0
10.1007/978-3-319-63387-9_24,True,,Classification and Coverage-Based Falsification for Embedded Control Systems,Springer International Publishing,book-chapter,,0,26,35,2,0
10.1007/978-3-319-63387-9_25,True,,GPUDrano: Detecting Uncoalesced Accesses in GPU Programs,Springer International Publishing,book-chapter,,0,24,12,2,0
10.1007/978-3-319-63387-9_27,True,,Starling: Lightweight Concurrency Verification with Views,Springer International Publishing,book-chapter,,0,27,11,2,0
10.1007/978-3-319-63387-9_28,True,,Compositional Model Checking with Incremental Counter-Example Construction,Springer International Publishing,book-chapter,,0,46,0,2,0
10.1007/978-3-319-63387-9_29,True,,Pithya: A Parallel Tool for Parameter Synthesis of Piecewise Multi-affine Dynamical Systems,Springer International Publishing,book-chapter,,0,29,6,2,0
10.1007/978-3-319-63387-9_4,True,,Maximum Satisfiability in Software Analysis: Applications and Techniques,Springer International Publishing,book-chapter,,0,72,9,2,0
10.1007/978-3-319-63387-9_5,True,,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks,Springer International Publishing,book-chapter,,0,35,900,2,0
10.1007/978-3-319-63387-9_6,True,,Automated Recurrence Analysis for Almost-Linear Expected-Runtime Bounds,Springer International Publishing,book-chapter,,0,48,14,2,0
10.1007/978-3-319-63387-9_8,True,,Ensuring the Reliability of Your Model Checker: Interval Iteration for Markov Decision Processes,Springer International Publishing,book-chapter,,0,31,58,2,0
10.1007/978-3-319-63390-9_1,True,,Verified Compilation of Space-Efficient Reversible Circuits,Springer International Publishing,book-chapter,,0,33,31,2,0
10.1007/978-3-319-63390-9_10,True,,Minimization of Symbolic Transducers,Springer International Publishing,book-chapter,,0,41,2,2,0
10.1007/978-3-319-63390-9_11,True,,Abstract Interpretation with Unfoldings,Springer International Publishing,book-chapter,,0,26,6,2,0
10.1007/978-3-319-63390-9_12,True,,Cutoff Bounds for Consensus Algorithms,Springer International Publishing,book-chapter,,0,49,27,2,0
10.1007/978-3-319-63390-9_15,True,,Verifying Equivalence of Spark Programs,Springer International Publishing,book-chapter,,0,30,12,2,0
10.1007/978-3-319-63390-9_16,True,,Synchronization Synthesis for Network Programs,Springer International Publishing,book-chapter,,0,37,8,2,0
10.1007/978-3-319-63390-9_17,True,,BoSy: An Experimentation Framework for Bounded Synthesis,Springer International Publishing,book-chapter,,0,25,47,2,0
10.1007/978-3-319-63390-9_2,True,,Ascertaining Uncertainty for Efficient Exact Cache Analysis,Springer International Publishing,book-chapter,,0,21,12,2,0
10.1007/978-3-319-63390-9_20,True,,Syntax-Guided Optimal Synthesis for Chemical Reaction Networks,Springer International Publishing,book-chapter,,0,53,17,2,0
10.1007/978-3-319-63390-9_21,True,,Model Counting for Recursively-Defined Strings,Springer International Publishing,book-chapter,,0,30,14,2,0
10.1007/978-3-319-63390-9_22,True,,A Three-Tier Strategy for Reasoning About Floating-Point Numbers in SMT,Springer International Publishing,book-chapter,,0,12,7,2,0
10.1007/978-3-319-63390-9_23,True,,A Correct-by-Decision Solution for Simultaneous Place and Route,Springer International Publishing,book-chapter,,0,20,2,2,0
10.1007/978-3-319-63390-9_24,True,,Scaling Up DPLL(T) String Solvers Using Context-Dependent Simplification,Springer International Publishing,book-chapter,,0,30,34,2,0
10.1007/978-3-319-63390-9_25,True,,On Expansion and Resolution in CEGAR Based QBF Solving,Springer International Publishing,book-chapter,,0,27,12,2,0
10.1007/978-3-319-63390-9_27,True,,Finding Fix Locations for CFL-Reachability Analyses via Minimum Cuts,Springer International Publishing,book-chapter,,0,23,1,2,0
10.1007/978-3-319-63390-9_28,True,,Proving Linearizability Using Forward Simulations,Springer International Publishing,book-chapter,,0,29,17,2,0
10.1007/978-3-319-63390-9_29,True,,"EAHyper: Satisfiability, Implication, and Equivalence Checking of Hyperproperties",Springer International Publishing,book-chapter,,0,17,31,2,0
10.1007/978-3-319-63390-9_30,True,,Automating Induction for Solving Horn Clauses,Springer International Publishing,book-chapter,,0,60,36,2,0
10.1007/978-3-319-63390-9_31,True,,A Storm is Coming: A Modern Probabilistic Model Checker,Springer International Publishing,book-chapter,,0,46,278,2,0
10.1007/978-3-319-63390-9_4,True,,Automated Resource Analysis with Coq Proof Objects,Springer International Publishing,book-chapter,,0,33,26,2,0
10.1007/978-3-319-63390-9_5,True,,Look for the Proof to Find the Program: Decorated-Component-Based Program Synthesis,Springer International Publishing,book-chapter,,0,32,7,2,0
10.1007/978-3-319-63390-9_6,True,,E-QED: Electrical Bug Localization During Post-silicon Validation Enabled by Quick Error Detection and Formal Methods,Springer International Publishing,book-chapter,,0,40,7,2,0
10.1007/978-3-319-63390-9_7,True,,SMTCoq: A Plug-In for Integrating SMT Solvers into Coq,Springer International Publishing,book-chapter,,0,14,55,2,0
10.1007/978-3-319-63390-9_8,True,,Efficient Parallel Strategy Improvement for Parity Games,Springer International Publishing,book-chapter,,0,33,8,2,0
10.1007/978-3-319-63390-9_9,True,,Model-Checking Linear-Time Properties of Parametrized Asynchronous Shared-Memory Pushdown Systems,Springer International Publishing,book-chapter,,0,35,9,2,0
10.1007/978-3-319-63501-9_1,True,,Verified Computations Using Taylor Models and Their Applications,Springer International Publishing,book-chapter,,0,13,13,1,0
10.1007/978-3-319-63501-9_2,True,,Introduction to the IEEE 1788-2015 Standard for Interval Arithmetic,Springer International Publishing,book-chapter,,0,19,10,1,0
10.1007/978-3-319-63501-9_3,True,,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers,Springer International Publishing,book-chapter,,0,9,1,1,0
10.1007/978-3-319-63501-9_4,True,,Sound Numerical Computations in Abstract Acceleration,Springer International Publishing,book-chapter,,0,36,3,1,0
10.1007/978-3-319-63501-9_5,True,,Studying the Numerical Quality of an Industrial Computing Code: A Case Study on Code_aster,Springer International Publishing,book-chapter,,0,22,10,1,0
10.1007/978-3-319-63501-9_6,True,,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees,Springer International Publishing,book-chapter,,0,14,1,1,0
10.1007/978-3-319-63501-9_7,True,,Rigorous Reachability Analysis and Domain Decomposition of Taylor Models,Springer International Publishing,book-chapter,,0,27,5,1,0
10.1007/978-3-319-63501-9_8,True,,A Study of Model-Order Reduction Techniques for Verification,Springer International Publishing,book-chapter,,0,22,6,1,0
10.1007/978-3-319-96142-2_1,True,,Let this Graph Be Your Witness!,Springer International Publishing,book-chapter,,0,17,4,1,0
10.1007/978-3-319-96142-2_11,True,,Lazy Self-composition for Security Verification,Springer International Publishing,book-chapter,,0,35,17,1,0
10.1007/978-3-319-96142-2_12,True,,SCInfer: Refinement-Based Verification of Software Countermeasures Against Side-Channel Attacks,Springer International Publishing,book-chapter,,0,54,28,1,0
10.1007/978-3-319-96142-2_13,True,,Symbolic Algorithms for Graphs and Markov Decision Processes with Fairness Objectives,Springer International Publishing,book-chapter,,0,35,6,1,0
10.1007/978-3-319-96142-2_14,True,,Attracting Tangles to Solve Parity Games,Springer International Publishing,book-chapter,,0,25,12,1,0
10.1007/978-3-319-96142-2_15,True,,Delta-Decision Procedures for Exists-Forall Problems over the Reals,Springer International Publishing,book-chapter,,0,29,12,1,0
10.1007/978-3-319-96142-2_17,True,,Understanding and Extending Incremental Determinization for 2QBF,Springer International Publishing,book-chapter,,0,36,14,1,0
10.1007/978-3-319-96142-2_19,True,,Model Generation for Quantified Formulas: A Taint-Based Approach,Springer International Publishing,book-chapter,,0,36,3,1,0
10.1007/978-3-319-96142-2_2,True,,MaxSMT-Based Type Inference for Python 3,Springer International Publishing,book-chapter,,0,26,29,1,0
10.1007/978-3-319-96142-2_20,True,,Partial Order Aware Concurrency Sampling,Springer International Publishing,book-chapter,,0,33,19,1,0
10.1007/978-3-319-96142-2_21,True,,Reasoning About TSO Programs Using Reduction and Abstraction,Springer International Publishing,book-chapter,,0,20,7,1,0
10.1007/978-3-319-96142-2_23,True,,On the Completeness of Verifying Message Passing Programs Under Bounded Asynchrony,Springer International Publishing,book-chapter,,0,29,26,1,0
10.1007/978-3-319-96142-2_25,True,,Formal Verification of a Vehicle-to-Vehicle (V2V) Messaging System,Springer International Publishing,book-chapter,,0,15,7,1,0
10.1007/978-3-319-96142-2_26,True,,Continuous Formal Verification of Amazon s2n,Springer International Publishing,book-chapter,,0,25,42,1,0
10.1007/978-3-319-96142-2_27,True,,Symbolic Liveness Analysis of Real-World Software,Springer International Publishing,book-chapter,,0,50,3,1,0
10.1007/978-3-319-96142-2_3,True,,The JKind Model Checker,Springer International Publishing,book-chapter,,0,28,41,1,0
10.1007/978-3-319-96142-2_30,True,,Formally Verified Montgomery Multiplication,Springer International Publishing,book-chapter,,0,14,5,1,0
10.1007/978-3-319-96142-2_31,True,,Inner and Outer Approximating Flowpipes for Delay Differential Equations,Springer International Publishing,book-chapter,,0,32,16,1,0
10.1007/978-3-319-96142-2_4,True,,The DEEPSEC Prover,Springer International Publishing,book-chapter,,0,26,9,1,0
10.1007/978-3-319-96142-2_5,True,,SimpleCAR: An Efficient Bug-Finding Tool Based on Approximate Reachability,Springer International Publishing,book-chapter,,0,23,15,1,0
10.1007/978-3-319-96142-2_6,True,,StringFuzz: A Fuzzer for String Solvers,Springer International Publishing,book-chapter,,0,13,41,1,0
10.1007/978-3-319-96142-2_7,True,,Permission Inference for Array Programs,Springer International Publishing,book-chapter,,0,45,8,1,0
10.1007/978-3-319-96142-2_9,True,,Automata vs Linear-Programming Discounted-Sum Inclusion,Springer International Publishing,book-chapter,,0,23,2,1,0
10.1007/978-3-319-96145-3_10,True,,JBMC: A Bounded Model Checking Tool for Verifying Java Bytecode,Springer International Publishing,book-chapter,,0,14,57,1,0
10.1007/978-3-319-96145-3_12,True,,Fast Numerical Program Analysis with Reinforcement Learning,Springer International Publishing,book-chapter,,0,25,16,1,0
10.1007/978-3-319-96145-3_16,True,,Synthesizing Reactive Systems from Hyperproperties,Springer International Publishing,book-chapter,,0,22,20,1,0
10.1007/978-3-319-96145-3_18,True,,Constraint-Based Synthesis of Coupling Proofs,Springer International Publishing,book-chapter,,0,29,4,1,0
10.1007/978-3-319-96145-3_19,True,,Controller Synthesis Made Real: Reach-Avoid Specifications and Linear Dynamics,Springer International Publishing,book-chapter,,0,41,20,1,0
10.1007/978-3-319-96145-3_2,True,,From Programs to Interpretable Deep Models and Back,Springer International Publishing,book-chapter,,0,12,4,1,0
10.1007/978-3-319-96145-3_20,True,,Synthesis of Asynchronous Reactive Programs from Temporal Specifications,Springer International Publishing,book-chapter,,0,37,7,1,0
10.1007/978-3-319-96145-3_21,True,,Syntax-Guided Synthesis with Quantitative Syntactic Objectives,Springer International Publishing,book-chapter,,0,21,14,1,0
10.1007/978-3-319-96145-3_24,True,,Reachable Set Over-Approximation for Nonlinear Systems Using Piecewise Barrier Tubes,Springer International Publishing,book-chapter,,0,40,11,1,0
10.1007/978-3-319-96145-3_27,True,,Monitoring CTMCs by Multi-clock Timed Automata,Springer International Publishing,book-chapter,,0,28,5,1,0
10.1007/978-3-319-96145-3_28,True,,Start Pruning When Time Gets Urgent: Partial Order Reduction for Timed Systems,Springer International Publishing,book-chapter,,0,41,7,1,0
10.1007/978-3-319-96145-3_29,True,,A Counting Semantics for Monitoring LTL Specifications over Finite Traces,Springer International Publishing,book-chapter,,0,17,10,1,0
10.1007/978-3-319-96145-3_30,True,,Rabinizer 4: From LTL to Your Favourite Deterministic Automaton,Springer International Publishing,book-chapter,,0,44,23,1,0
10.1007/978-3-319-96145-3_31,True,,Strix: Explicit Reactive Synthesis Strikes Back!,Springer International Publishing,book-chapter,,0,23,75,1,0
10.1007/978-3-319-96145-3_33,True,,Nagini: A Static Verifier for Python,Springer International Publishing,book-chapter,,0,24,37,1,0
10.1007/978-3-319-96145-3_34,True,,Peregrine: A Tool for the Analysis of Population Protocols,Springer International Publishing,book-chapter,,0,20,9,1,0
10.1007/978-3-319-96145-3_35,True,,ADAC: Automated Design of Approximate Circuits,Springer International Publishing,book-chapter,,0,25,6,1,0
10.1007/978-3-319-96145-3_39,True,,Deciding Probabilistic Bisimilarity Distance One for Labelled Markov Chains,Springer International Publishing,book-chapter,,0,31,2,1,0
10.1007/978-3-319-96145-3_9,True,,Exploiting Synchrony and Symmetry in Relational Verification,Springer International Publishing,book-chapter,,0,32,20,1,0
10.1007/978-94-007-0008-6_3,True,,Probabilistic Argumentation,Springer Netherlands,book-chapter,,0,13,2,0,0
10.1016/j.entcs.2020.02.007,True,,Populational Announcement Logic (PPAL),Elsevier BV,journal-article,,0,22,0,3,0
10.1016/j.tcs.2019.07.003,True,,Type-two polynomial-time and restricted lookahead,Elsevier BV,journal-article,,0,33,1,8,0
10.1017/s1471068420000095,True,,Omission-Based Abstraction for Answer Set Programs,Cambridge University Press (CUP),journal-article,,0,65,8,1,1
10.1017/s147106842400022x,True,,A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP,Cambridge University Press (CUP),journal-article,,0,0,2,1,1
10.1017/s1471068424000322,True,,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks,Cambridge University Press (CUP),journal-article,,0,0,2,1,1
10.1038/scientificamerican0398-20b,True,,Unsound Reasoning,Springer Science and Business Media LLC,journal-article,,0,0,0,0,0
10.1109/cavs.2019.8887759,True,,Spatio-Temporal Dynamics of Cellular V2X Communication in Dense Vehicular Networks,IEEE,proceedings-article,,0,24,13,3,0
10.1109/cavs.2019.8887763,True,,Alternative Intersection Designs with Connected and Automated Vehicle,IEEE,proceedings-article,,0,25,8,3,0
10.1109/cavs.2019.8887764,True,,Meta-Deep Q-Learning for Eco-Routing,IEEE,proceedings-article,,0,24,6,3,0
10.1109/cavs.2019.8887768,True,,Correct-by-Construction Advanced Driver Assistance Systems Based on a Cognitive Architecture,IEEE,proceedings-article,,0,28,5,3,0
10.1109/cavs.2019.8887774,True,,Experimental Analysis of DSRC for Radio Signaling at Grade Crossings,IEEE,proceedings-article,,0,13,3,3,0
10.1109/cavs.2019.8887778,True,,Location Anomalies Detection for Connected and Autonomous Vehicles,IEEE,proceedings-article,,0,18,12,3,0
10.1109/cavs.2019.8887781,True,,Latency Analysis of LTE Networks for Vehicular Communications Based on Experiments and Computer Simulation,IEEE,proceedings-article,,0,12,1,3,0
10.1109/cavs.2019.8887782,True,,On Calendar-Based Scheduling for User-Friendly Charging of Plug-In Electric Vehicles,IEEE,proceedings-article,,0,24,5,3,0
10.1109/cavs.2019.8887783,True,,A Probabilistic Framework for Trajectory Prediction in Traffic Utilizing Driver Characterization,IEEE,proceedings-article,,0,9,2,3,0
10.1109/cavs.2019.8887784,True,,Clustering Strategies of Cooperative Adaptive Cruise Control: Impacts on Human-Driven Vehicles,IEEE,proceedings-article,,0,36,5,3,0
10.1109/cavs.2019.8887787,True,,Coordinating AV Dispatch with Smart Remote Parking,IEEE,proceedings-article,,0,17,1,3,0
10.1109/cavs.2019.8887788,True,,Towards Bridging the Gap between Modern and Legacy Automotive ECUs: A Software-Based Security Framework for Legacy ECUs,IEEE,proceedings-article,,0,40,7,3,0
10.1109/cavs.2019.8887791,True,,Investigating Value of Information in Future Vehicular Communications,IEEE,proceedings-article,,0,16,19,3,0
10.1109/cavs.2019.8887792,True,,Path Loss Models for V2V mmWave Communication: Performance Evaluation and Open Challenges,IEEE,proceedings-article,,0,19,29,3,0
10.1109/cavs.2019.8887793,True,,Modeling V2X Communications across Multiple Road Levels,IEEE,proceedings-article,,0,18,4,3,0
10.1109/cavs.2019.8887797,True,,Real-Time Hardware-In-the-Loop Emulation Framework for DSRC-Based Connected Vehicle Applications,IEEE,proceedings-article,,0,13,23,3,0
10.1109/cavs.2019.8887800,True,,Safety Planning Using Control Barrier Function: A Model Predictive Control Scheme,IEEE,proceedings-article,,0,14,13,3,0
10.1109/cavs.2019.8887811,True,,Geometrical Modeling of Non-Stationary Polarimetric Vehicular Radio Channels,IEEE,proceedings-article,,0,15,2,3,0
10.1109/cavs.2019.8887827,True,,Analysis of the Effects of Communication Trust and Delay on Consensus of Multi-Agent Systems,IEEE,proceedings-article,,0,10,2,3,0
10.1109/cavs.2019.8887832,True,,Cooperative Perception in Connected Vehicle Traffic under Field-of-View and Participation Variations,IEEE,proceedings-article,,0,31,5,3,0
10.1109/cavs.2019.8887834,True,,VRLS: A Unified Reinforcement Learning Scheduler for Vehicle-to-Vehicle Communications,IEEE,proceedings-article,,0,13,7,3,0
10.1109/cavs.2019.8887840,True,,C-V2X Assisted mmWave V2V Scheduling,IEEE,proceedings-article,,0,11,15,3,0
10.1109/cavs.2019.8887848,True,,Path Loss Analysis and Modeling for Vehicle-to-Vehicle Communications in Convoys in Safety-Related Scenarios,IEEE,proceedings-article,,0,19,6,3,0
10.1109/cavs51000.2020.9334558,True,,Cooperative Multi-Modal Localization in Connected and Autonomous Vehicles,IEEE,proceedings-article,,0,13,13,3,0
10.1109/cavs51000.2020.9334559,True,,A Context Aware and Traffic Adaptive Privacy Scheme in VANETs,IEEE,proceedings-article,,0,23,3,3,0
10.1109/cavs51000.2020.9334562,True,,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,IEEE,proceedings-article,,0,20,6,3,0
10.1109/cavs51000.2020.9334578,True,,Evaluation of Sensor Tolerances and Inevitability for Pre-Crash Safety Systems in Real Case Scenarios,IEEE,proceedings-article,,0,23,4,3,0
10.1109/cavs51000.2020.9334579,True,,Cooperative Road Geometry Estimation via Sharing Processed Camera Data,IEEE,proceedings-article,,0,12,1,3,0
10.1109/cavs51000.2020.9334587,True,,Validation and testing of the decentralized architecture for the occupancy grid filtering pipeline,IEEE,proceedings-article,,0,25,0,3,0
10.1109/cavs51000.2020.9334596,True,,Multi-Vehicle Coordination and Real-time Control of Connected and Automated Vehicles at Roundabouts,IEEE,proceedings-article,,0,17,2,3,0
10.1109/cavs51000.2020.9334597,True,,Interaction-aware risk assessment: focus on the lateral intention,IEEE,proceedings-article,,0,28,2,3,0
10.1109/cavs51000.2020.9334598,True,,Vehicle maneuver-based long-term trajectory prediction at intersection crossings,IEEE,proceedings-article,,0,16,6,3,0
10.1109/cavs51000.2020.9334599,True,,Formalizing Traffic Rules for Machine Interpretability,IEEE,proceedings-article,,0,25,45,3,0
10.1109/cavs51000.2020.9334603,True,,A Methodology to Determine Test Scenarios for Sensor Constellation Evaluations,IEEE,proceedings-article,,0,11,3,3,0
10.1109/cavs51000.2020.9334605,True,,Performance Analysis of Cellular-V2X with Adaptive &amp; Selective Power Control,IEEE,proceedings-article,,0,32,16,3,0
10.1109/cavs51000.2020.9334618,True,,Bandwidth-Adaptive Feature Sharing for Cooperative LIDAR Object Detection,IEEE,proceedings-article,,0,17,13,3,0
10.1109/cavs51000.2020.9334621,True,,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,IEEE,proceedings-article,,0,12,1,3,0
10.1109/cavs51000.2020.9334622,True,,Pose-graph based Crowdsourced Mapping Framework,IEEE,proceedings-article,,0,22,8,3,0
10.1109/cavs51000.2020.9334630,True,,Simulation Framework for Platooning based on Gazebo and SUMO,IEEE,proceedings-article,,0,27,2,3,0
10.1109/cavs51000.2020.9334636,True,,A Probabilistic Model for Visual Driver Gaze Approximation from Head Pose Estimation,IEEE,proceedings-article,,0,25,9,3,0
10.1109/cavs51000.2020.9334640,True,,Utility of Traffic Information in Dynamic Routing: Is Sharing Information Always Useful?,IEEE,proceedings-article,,0,15,1,3,0
10.1109/cavs51000.2020.9334646,True,,Evaluation of Measurement Space Representations of Deep Multi-Modal Object Detection for Extended Object Tracking in Autonomous Driving,IEEE,proceedings-article,,0,13,5,3,0
10.1109/cavs51000.2020.9334649,True,,Platoon String Stability: A Passivity Perspective,IEEE,proceedings-article,,0,18,3,3,0
10.1109/cavs51000.2020.9334650,True,,A Data-Driven Minimal Approach for CAN Bus Reverse Engineering,IEEE,proceedings-article,,0,12,14,3,0
10.1109/cavs51000.2020.9334658,True,,A MEC-assisted Vehicle Platooning Control through Docker Containers,IEEE,proceedings-article,,0,24,8,3,0
10.1109/cavs51000.2020.9334661,True,,Collaborative Collision Avoidance for CAVs in Unpredictable Scenarios,IEEE,proceedings-article,,0,10,1,3,0
10.1109/cavs51000.2020.9334665,True,,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,IEEE,proceedings-article,,0,20,28,3,0
10.1109/cavs51000.2020.9334669,True,,Prototyping EcoCAR Connected Vehicle Testing System Using DigiCAV Development Platform,IEEE,proceedings-article,,0,13,1,3,0
10.1109/cavs51000.2020.9334670,True,,Hybrid Model Based Pre-Crash Severity Estimation for Automated Driving,IEEE,proceedings-article,,0,25,2,3,0
10.1109/cavs51000.2020.9334679,True,,CORR: Collaborative On-Road Reputation,IEEE,proceedings-article,,0,17,2,3,0
10.1109/cavs51000.2020.9334683,True,,Sequence Prediction-based Proactive Caching in Vehicular Content Networks,IEEE,proceedings-article,,0,13,5,3,0
10.1109/cavs51000.2020.9334684,True,,Location Information Verification in Future Vehicular Networks,IEEE,proceedings-article,,0,25,2,3,0
10.1109/icacsis51025.2020.9263160,True,,Actual Causality in Contextual Abduction,IEEE,proceedings-article,,0,19,0,3,0
10.1109/icra57147.2024.10610800,True,,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,IEEE,proceedings-article,,0,28,3,2,0
10.1109/lics.2017.8005058,True,,LICS 2017 foreword,IEEE,proceedings-article,,0,0,0,2,0
10.1109/lics.2017.8005061,True,,Logic and regular cost functions,IEEE,proceedings-article,,0,45,1,0,0
10.1109/lics.2017.8005062,True,,Symbolic execution and probabilistic reasoning,IEEE,proceedings-article,,0,0,0,2,0
10.1109/lics.2017.8005063,True,,Algorithms for some infinite-state MDPs and stochastic games,IEEE,proceedings-article,,0,0,0,2,0
10.1109/lics.2017.8005064,True,,Quantitative semantics of the lambda calculus: Some generalisations of the relational model,IEEE,proceedings-article,,0,78,9,0,0
10.1109/lics.2017.8005065,True,,Linear combinations of unordered data vectors,IEEE,proceedings-article,,0,43,7,0,0
10.1109/lics.2017.8005066,True,,An interpretation of system F through bar recursion,IEEE,proceedings-article,,0,17,2,0,0
10.1109/lics.2017.8005067,True,,On the extension of computable real functions,IEEE,proceedings-article,,0,13,1,0,0
10.1109/lics.2017.8005068,True,,Logics for continuous reachability in Petri nets and vector addition systems with states,IEEE,proceedings-article,,0,27,11,0,0
10.1109/lics.2017.8005069,True,,Foundation for a series of efficient simulation algorithms,IEEE,proceedings-article,,0,18,8,0,0
10.1109/lics.2017.8005071,True,,Foundational nonuniform (Co)datatypes for higher-order logic,IEEE,proceedings-article,,0,42,7,0,0
10.1109/lics.2017.8005072,True,,Common knowledge and multi-scale locality analysis in Cayley structures,IEEE,proceedings-article,,0,17,0,0,0
10.1109/lics.2017.8005073,True,,"Herbrand property, finite quasi-Herbrand models, and a Chandra-Merlin theorem for quantified conjunctive queries",IEEE,proceedings-article,,0,32,0,0,0
10.1109/lics.2017.8005074,True,,"Bar induction: The good, the bad, and the ugly",IEEE,proceedings-article,,0,79,7,0,0
10.1109/lics.2017.8005075,True,,Constructive completeness for the linear-time μ-calculus,IEEE,proceedings-article,,0,13,11,0,0
10.1109/lics.2017.8005077,True,,Higher-order parity automata,IEEE,proceedings-article,,0,24,2,2,0
10.1109/lics.2017.8005078,True,,Large scale geometries of infinite strings,IEEE,proceedings-article,,0,13,0,0,0
10.1109/lics.2017.8005080,True,,Learning first-order definable concepts over structures of small degree,IEEE,proceedings-article,,0,37,8,0,0
10.1109/lics.2017.8005081,True,,Descriptive complexity of linear equation systems and applications to propositional proof complexity,IEEE,proceedings-article,,0,37,4,0,0
10.1109/lics.2017.8005082,True,,Definability of summation problems for Abelian groups and semigroups,IEEE,proceedings-article,,0,28,3,0,0
10.1109/lics.2017.8005083,True,,Timed pushdown automata and branching vector addition systems,IEEE,proceedings-article,,0,19,4,0,0
10.1109/lics.2017.8005084,True,,Fibred fibration categories,IEEE,proceedings-article,,0,32,3,0,0
10.1109/lics.2017.8005085,True,,The logic of counting query answers,IEEE,proceedings-article,,0,28,3,0,0
10.1109/lics.2017.8005086,True,,Enumeration reducibility in closure spaces with applications to logic and algebra,IEEE,proceedings-article,,0,42,4,0,0
10.1109/lics.2017.8005088,True,,Cut-free completeness for modal mu-calculus,IEEE,proceedings-article,,0,25,28,0,0
10.1109/lics.2017.8005090,True,,Computing quantiles in Markov chains with multi-dimensional costs,IEEE,proceedings-article,,0,38,1,0,0
10.1109/lics.2017.8005091,True,,Riesz Modal logic for Markov processes,IEEE,proceedings-article,,0,29,4,0,0
10.1109/lics.2017.8005092,True,,Succinct progress measures for solving parity games,IEEE,proceedings-article,,0,27,27,2,0
10.1109/lics.2017.8005093,True,,Generalised species of rigid resource terms,IEEE,proceedings-article,,0,39,10,0,0
10.1109/lics.2017.8005094,True,,A fine-grained hierarchy of hard problems in the separated fragment,IEEE,proceedings-article,,0,18,2,0,0
10.1109/lics.2017.8005096,True,,On delay and regret determinization of max-plus automata,IEEE,proceedings-article,,0,27,9,0,0
