doi_norm,openalex_found,openalex_error,openalex_id,openalex_title,openalex_year,cited_by_count,referenced_works_count,fwci,is_retracted
10.1145/3373718.3394782,True,,https://openalex.org/W3032742863,Uniformisations of Regular Relations Over Bi-Infinite Words,2020.0,1.0,10.0,0.0,False
10.1145/3373718.3394783,True,,https://openalex.org/W3021109941,The Complexity of Dynamic Data Race Prediction,2020.0,1.0,47.0,0.2357,False
10.1145/3373718.3394784,True,,https://openalex.org/W3028910507,A Hennessy-Milner Theorem for ATL with Imperfect Information,2020.0,1.0,17.0,0.0,False
10.1145/3373718.3394785,True,,https://openalex.org/W3006962660,First-order tree-to-tree functions,2020.0,0.0,31.0,0.0,False
10.1145/3373718.3394786,True,,https://openalex.org/W3014491703,On the Weisfeiler-Leman Dimension of Finite Groups,2020.0,0.0,33.0,0.0,False
10.1145/3373718.3394787,True,,https://openalex.org/W3031017737,Modal Logics with Composition on Finite Forests,2020.0,5.0,59.0,0.6796,False
10.1145/3373718.3394792,True,,https://openalex.org/W3022366942,A calculus of expandable stores,2020.0,1.0,36.0,0.14685955,False
10.1145/3373718.3394794,True,,https://openalex.org/W3031494424,A Constructive Model of Directed Univalence in Bicubical Sets,2020.0,15.0,33.0,4.342,False
10.1145/3373718.3394795,True,,https://openalex.org/W3024760727,Combining probabilistic and non-deterministic choice via weak distributive laws,2020.0,26.0,32.0,2.4569,False
10.1145/3373718.3394796,True,,https://openalex.org/W3029173733,Deciding Differential Privacy for Programs with Finite Inputs and Outputs,2020.0,23.0,30.0,2.3861,False
10.1145/3373718.3394797,True,,https://openalex.org/W3031008428,A Fixed Point Theorem on Lexicographic Lattice Structures,2020.0,0.0,16.0,0.0,False
10.1145/3373718.3394799,True,,https://openalex.org/W3031613435,Refinement-Based Game Semantics for Certified Abstraction Layers,2020.0,16.0,52.0,1.4582,False
10.1145/3373718.3394800,True,,https://openalex.org/W3003079417,Coherence via Well-Foundedness,2020.0,0.0,9.0,0.0,False
10.1145/3373718.3394802,True,,https://openalex.org/W3030674370,Extended Kripke lemma and decidability for hypersequent substructural logics,2020.0,6.0,22.0,0.8229,False
10.1145/3373718.3394804,True,,https://openalex.org/W3032416319,Pebble Minimization of Polyregular Functions,2020.0,7.0,8.0,1.0107,False
10.1145/3373718.3394805,True,,https://openalex.org/W3022693679,Mixing Probabilistic and non-Probabilistic Objectives in Markov Decision Processes,2020.0,1.0,19.0,0.1445,False
10.1145/3373718.3394806,True,,https://openalex.org/W3017566448,The Benefit of Being Non-Lazy in Probabilistic λ-calculus,2020.0,1.0,26.0,0.1359,False
10.1145/3373718.3394807,True,,https://openalex.org/W3031573046,Modal Intuitionistic Logics as Dialgebraic Logics,2020.0,7.0,93.0,0.8228,False
10.1145/3373718.3394809,True,,https://openalex.org/W3028996067,Sparse Hashing for Scalable Approximate Model Counting,2020.0,20.0,20.0,2.7752,False
10.1145/3373718.3394827,True,,https://openalex.org/W3025108182,Bisimulation Finiteness of Pushdown Systems Is Elementary,2020.0,1.0,33.0,0.1445,False
10.1145/3485002,True,,https://openalex.org/W2573672522,Sequential Equilibrium in Games of Imperfect Recall,2021.0,5.0,25.0,0.0,False
10.1145/3531130.3532405,True,,https://openalex.org/W4289793241,Varieties of Quantitative Algebras and Their Monads,2022.0,6.0,6.0,1.2056,False
10.1145/3531130.3532410,True,,https://openalex.org/W4289800061,The amazing mixed polynomial closure and its applications to two-variable first-order logic,2022.0,3.0,21.0,0.4382,False
10.1145/3531130.3532419,True,,https://openalex.org/W4289800052,Partitions and Ewens Distributions in element-free Probability Theory,2022.0,4.0,19.0,0.552,False
10.1145/3531130.3532439,True,,https://openalex.org/W4289855885,Stochastic Games with Synchronizing Objectives,2022.0,2.0,20.0,0.3273,False
10.1145/3531130.3532458,True,,https://openalex.org/W4283212415,A direct computational interpretation of second-order arithmetic via update recursion,2022.0,2.0,8.0,0.39159764,False
10.1145/3531130.3532469,True,,https://openalex.org/W4289800065,Resource approximation for the λμ-calculus,2022.0,0.0,19.0,0.0,False
10.1145/3531130.3532484,True,,https://openalex.org/W4289793251,A first-order completeness result about characteristic Boolean algebras in classical realizability,2022.0,0.0,12.0,0.0,False
10.1145/3531130.3532488,True,,https://openalex.org/W4289793073,A Functorial Excursion Between Algebraic Geometry and Linear Logic,2022.0,1.0,21.0,0.19579882,False
10.1145/3531130.3532498,True,,https://openalex.org/W4289800094,When Locality Meets Preservation,2022.0,0.0,21.0,0.0,False
10.1145/3531130.3533326,True,,https://openalex.org/W4289856124,Transducers of polynomial growth,2022.0,10.0,21.0,1.4606,False
10.1145/3531130.3533328,True,,https://openalex.org/W4289856130,On the Skolem Problem and the Skolem Conjecture,2022.0,5.0,19.0,0.7543,False
10.1145/3531130.3533329,True,,https://openalex.org/W4289855886,On the Satisfiability of Context-free String Constraints with Subword-Ordering,2022.0,1.0,25.0,0.3031,False
10.1145/3531130.3533330,True,,https://openalex.org/W4289793292,Computable PAC Learning of Continuous Features,2022.0,1.0,17.0,0.1388,False
10.1145/3531130.3533332,True,,https://openalex.org/W4285783048,Quantum Expectation Transformers for Cost Analysis,2022.0,10.0,27.0,1.9579882,False
10.1145/3531130.3533333,True,,https://openalex.org/W4289793588,Solvability of orbit-finite systems of linear equations,2022.0,6.0,19.0,0.6035,False
10.1145/3531130.3533336,True,,https://openalex.org/W4289793610,The boundedness and zero isolation problems for weighted automata over nonnegative rationals,2022.0,2.0,31.0,0.2921,False
10.1145/3531130.3533337,True,,https://openalex.org/W4289793575,Logical Foundations of Quantitative Equality,2022.0,8.0,42.0,0.928,False
10.1145/3531130.3533338,True,,https://openalex.org/W4289794021,On Almost-Uniform Generation of SAT Solutions: The power of 3-wise independent hashing,2022.0,2.0,19.0,0.2776,False
10.1145/3531130.3533339,True,,https://openalex.org/W4289793617,Size measures and alphabetic equivalence in the μ-calculus,2022.0,3.0,11.0,0.4512,False
10.1145/3531130.3533342,True,,https://openalex.org/W3203701065,Active learning for sound negotiations✱,2022.0,3.0,44.0,0.4165,False
10.1145/3531130.3533343,True,,https://openalex.org/W4289443290,Abstractions for the local-time semantics of timed automata: a foundation for partial-order methods,2022.0,16.0,32.0,2.1322,False
10.1145/3531130.3533344,True,,https://openalex.org/W4289800080,On the strength of Sherali-Adams and Nullstellensatz as propositional proof systems,2022.0,3.0,23.0,0.3979,False
10.1145/3531130.3533345,True,,https://openalex.org/W3201907283,The Complexity of Bidirected Reachability in Valence Systems,2022.0,7.0,42.0,1.056,False
10.1145/3531130.3533346,True,,https://openalex.org/W4289800030,Ramsey Quantifiers over Automatic Structures: Complexity and Applications to Verification,2022.0,3.0,34.0,0.4382,False
10.1145/3531130.3533347,True,,https://openalex.org/W3189390853,Syllepsis in Homotopy Type Theory,2022.0,3.0,16.0,1.1721,False
10.1145/3531130.3533349,True,,https://openalex.org/W4289800084,Treelike Decompositions for Transductions of Sparse Graphs,2022.0,7.0,17.0,1.0224,False
10.1145/3531130.3533351,True,,https://openalex.org/W4289800026,Probabilistic Verification Beyond Context-Freeness,2022.0,0.0,22.0,0.0,False
10.1145/3531130.3533352,True,,https://openalex.org/W4280488577,Zigzag normalisation for associative n-categories,2022.0,1.0,27.0,0.3997,False
10.1145/3531130.3533353,True,,https://openalex.org/W3105175762,Smooth approximations and CSPs over finitely bounded homogeneous structures,2022.0,5.0,75.0,0.6033,False
10.1145/3531130.3533354,True,,https://openalex.org/W4283073178,Reasoning on Data Words over Numeric Domains,2022.0,3.0,35.0,0.4164,False
10.1145/3531130.3533355,True,,https://openalex.org/W4289800069,Probability monads with submonads of deterministic states,2022.0,6.0,30.0,7.4064496,False
10.1145/3531130.3533356,True,,https://openalex.org/W3178718674,Stable graphs of bounded twin-width,2022.0,15.0,38.0,2.0451,False
10.1145/3531130.3533357,True,,https://openalex.org/W4289800071,Lower Bounds for the Reachability Problem in Fixed Dimensional VASSes,2022.0,6.0,16.0,0.8765,False
10.1145/3531130.3533358,True,,https://openalex.org/W4289800075,Zero-One Laws and Almost Sure Valuations of First-Order Logic in Semiring Semantics,2022.0,6.0,17.0,0.6631,False
10.1145/3531130.3533359,True,,https://openalex.org/W3191632648,Greatest HITs: Higher inductive types in coinductive definitions via induction under clocks,2022.0,8.0,62.0,0.928,False
10.1145/3531130.3533361,True,,https://openalex.org/W4289794046,Curry and Howard Meet Borel,2022.0,3.0,37.0,0.4166,False
10.1145/3531130.3533363,True,,https://openalex.org/W3046586342,A Type Theory for Strictly Unital ∞-Categories,2022.0,1.0,13.0,0.0,False
10.1145/3531130.3533364,True,,https://openalex.org/W4289855882,Efficient Construction of Reversible Transducers from Regular Transducer Expressions,2022.0,2.0,9.0,0.52669553,False
10.1145/3531130.3533365,True,,https://openalex.org/W4289856129,Monoidal Streams for Dataflow Programming,2022.0,10.0,65.0,1.3147,False
10.1145/3531130.3533366,True,,https://openalex.org/W4289833833,Beyond Nonexpansive Operations in Quantitative Algebraic Reasoning,2022.0,3.0,15.0,0.58739646,False
10.1145/3531130.3533367,True,,https://openalex.org/W4289793619,Model Checking on Interpretations of Classes of Bounded Local Cliquewidth,2022.0,7.0,26.0,1.84343435,False
10.1145/3531130.3533368,True,,https://openalex.org/W3182241943,Separating LREC from LFP,2022.0,0.0,14.0,0.0,False
10.1145/3531130.3533369,True,,https://openalex.org/W4281769808,Deciding Hyperproperties Combined with Functional Specifications,2022.0,13.0,27.0,1.8042,False
10.1145/3531130.3533370,True,,https://openalex.org/W4281862103,Concrete categories and higher-order recursion,2022.0,3.0,39.0,0.276,False
10.1145/3531130.3533371,True,,https://openalex.org/W4226346869,The Regular Languages of First-Order Logic with One Alternation,2022.0,0.0,28.0,0.0,False
10.1145/3531130.3533372,True,,https://openalex.org/W4289794060,Geometric decision procedures and the VC dimension of linear arithmetic theories,2022.0,1.0,38.0,0.1508,False
10.1145/3531130.3533373,True,,https://openalex.org/W4289793388,Linear-Algebraic Models of Linear Logic as Categories of Modules over Σ-Semirings✱,2022.0,4.0,36.0,0.5303,False
10.1145/3531130.3533374,True,,https://openalex.org/W4289793631,Graded Monads and Behavioural Equivalence Games,2022.0,6.0,32.0,0.7957,False
10.1145/3531130.3533375,True,,https://openalex.org/W4286832929,Bouncing threads for circular and non-wellfounded proofs -- Towards compositionality with circular proofs (Extended version),2022.0,0.0,0.0,0.0,False
10.1145/3661814.3662068,True,,https://openalex.org/W4399889319,Local consistency as a reduction between constraint satisfaction problems,2024.0,14.0,49.0,4.0749,False
10.1145/3661814.3662069,True,,https://openalex.org/W4399889428,1-in-3 vs. Not-All-Equal: Dichotomy of a broken promise,2024.0,2.0,48.0,0.6914,False
10.1145/3661814.3662071,True,,https://openalex.org/W4399889847,The Complexity of Resilience Problems via Valued Constraint Satisfaction Problems,2024.0,5.0,39.0,1.3456,False
10.1145/3661814.3662072,True,,https://openalex.org/W4398157329,Injective hardness condition for PCSPs,2024.0,1.0,30.0,0.3399,False
10.1145/3661814.3662073,True,,https://openalex.org/W4399889066,Determinisation and Unambiguisation of Polynomially-Ambiguous Rational Weighted Automata,2024.0,2.0,31.0,0.6914,False
10.1145/3661814.3662074,True,,https://openalex.org/W4399889340,Equivariant ideals of polynomials,2024.0,1.0,16.0,1.2285,False
10.1145/3661814.3662075,True,,https://openalex.org/W4399909257,Concurrent Games over Relational Structures: The Origin of Game Comonads,2024.0,1.0,25.0,0.4693,False
10.1145/3661814.3662077,True,,https://openalex.org/W4399889179,Delooping cyclic groups with lens spaces in homotopy type theory,2024.0,0.0,14.0,0.0,False
10.1145/3661814.3662078,True,,https://openalex.org/W4399889354,Diagrammatic Algebra of First Order Logic,2024.0,3.0,60.0,0.9934,False
10.1145/3661814.3662080,True,,https://openalex.org/W4399889397,Deterministic Sub-exponential Algorithm for Discounted-sum Games with Unary Weights,2024.0,1.0,30.0,1.3661,False
10.1145/3661814.3662081,True,,https://openalex.org/W4399889143,Linear Termination is Undecidable,2024.0,0.0,29.0,0.0,False
10.1145/3661814.3662082,True,,https://openalex.org/W4399909376,"Dot-depth three, return of the J-class",2024.0,3.0,50.0,1.0371,False
10.1145/3661814.3662083,True,,https://openalex.org/W4399909388,Rank-decreasing transductions,2024.0,1.0,18.0,0.3416,False
10.1145/3661814.3662084,True,,https://openalex.org/W4399889406,A Completeness Theorem for Probabilistic Regular Expressions,2024.0,3.0,50.0,1.0371,False
10.1145/3661814.3662085,True,,https://openalex.org/W4399889423,Separation and Encodability in Mixed Choice Multiparty Sessions,2024.0,9.0,64.0,2.9802,False
10.1145/3661814.3662088,True,,https://openalex.org/W4399889461,Minimal Equational Theories for Quantum Circuits,2024.0,1.0,26.0,0.324,False
10.1145/3661814.3662089,True,,https://openalex.org/W4399889778,Model Checking Disjoint-Paths Logic on Topological-Minor-Free Graph Classes,2024.0,3.0,32.0,0.6833,False
10.1145/3661814.3662090,True,,https://openalex.org/W4399889335,Discounted-Sum Automata with Real-Valued Discount Factors,2024.0,3.0,39.0,1.0371,False
10.1145/3661814.3662092,True,,https://openalex.org/W4399889898,An Analysis of Symmetry in Quantitative Semantics,2024.0,0.0,25.0,0.0,False
10.1145/3661814.3662093,True,,https://openalex.org/W4399889272,Are Targeted Messages More Effective?,2024.0,0.0,31.0,0.0,False
10.1145/3661814.3662094,True,,https://openalex.org/W4399889290,Elementary first-order model checking for sparse graphs,2024.0,1.0,29.0,0.3457,False
10.1145/3661814.3662096,True,,https://openalex.org/W4399889085,Bounded-Memory Strategies in Partial-Information Games,2024.0,1.0,36.0,0.3364,False
10.1145/3661814.3662098,True,,https://openalex.org/W4397028522,"Braids, Twists, Trace and Duality in Combinatory Algebras",2024.0,2.0,42.0,0.6623,False
10.1145/3661814.3662099,True,,https://openalex.org/W4391506091,Bialgebraic Reasoning on Higher-order Program Equivalence,2024.0,4.0,71.0,1.3245,False
10.1145/3661814.3662100,True,,https://openalex.org/W4399889523,Declassification Policy for Program Complexity Analysis,2024.0,0.0,35.0,0.0,False
10.1145/3661814.3662101,True,,https://openalex.org/W4399889938,Non-Elementary Compression of First-Order Proofs in Deep Inference Using Epsilon-Terms,2024.0,0.0,31.0,0.0,False
10.1145/3661814.3662102,True,,https://openalex.org/W4399889353,A Syntax for Strictly Associative and Unital ∞-Categories,2024.0,0.0,12.0,0.0,False
10.1145/3661814.3662103,True,,https://openalex.org/W4399889863,Pushdown Normal-Form Bisimulation: A Nominal Context-Free Approach to Program Equivalence,2024.0,1.0,58.0,0.3311,False
10.1145/3661814.3662105,True,,https://openalex.org/W4399889133,Initial Algebras Unchained - A Novel Initial Algebra Construction Formalized in Agda,2024.0,0.0,25.0,0.0,False
10.1145/3661814.3662107,True,,https://openalex.org/W4399889150,A Characterisation Theorem for Two-Way Bisimulation-Invariant Monadic Least Fixpoint Logic Over Finite Structures,2024.0,0.0,21.0,0.0,False
10.1145/3661814.3662108,True,,https://openalex.org/W4399909267,Combining fixpoint and differentiation theory,2024.0,0.0,43.0,0.0,False
10.1145/3661814.3662109,True,,https://openalex.org/W4399889434,Contextual Equivalence for State and Control via Nested Data,2024.0,0.0,21.0,0.0,False
10.1145/3661814.3662110,True,,https://openalex.org/W4398229202,An expressively complete local past propositional dynamic logic over Mazurkiewicz traces and its applications,2024.0,3.0,20.0,0.9656,False
10.1145/3661814.3662111,True,,https://openalex.org/W4399889110,Decidability of Quasi-Dense Modal Logics,2024.0,0.0,11.0,0.0,False
10.1145/3661814.3662112,True,,https://openalex.org/W4399889208,On the Completeness of Interpolation Algorithms,2024.0,0.0,28.0,0.0,False
10.1145/3661814.3662113,True,,https://openalex.org/W4399889144,Genericity Through Stratification,2024.0,1.0,57.0,0.3311,False
10.1145/3661814.3662114,True,,https://openalex.org/W4399889099,Uniformisation of Regular Relations in First-Order Logic with Two Variables,2024.0,0.0,15.0,0.0,False
10.1145/3661814.3662115,True,,https://openalex.org/W4399889519,On symmetries of spheres in univalent foundations,2024.0,1.0,23.0,0.2496,False
10.1145/3661814.3662116,True,,https://openalex.org/W4399889172,On the Separability Problem of VASS Reachability Languages,2024.0,0.0,29.0,0.0,False
10.1145/3661814.3662117,True,,https://openalex.org/W4399889109,First order distinguishability of sparse random graphs,2024.0,0.0,15.0,0.0,False
10.1145/3661814.3662118,True,,https://openalex.org/W4399889074,Quantum advantage and CSP complexity,2024.0,0.0,56.0,0.0,False
10.1145/3661814.3662119,True,,https://openalex.org/W4399889117,On the Decidability of Monadic Second-Order Logic with Arithmetic Predicates,2024.0,2.0,27.0,0.6833,False
10.1145/3661814.3662120,True,,https://openalex.org/W4399889534,Defining algorithmically presented structures in first order logic,2024.0,1.0,55.0,0.3457,False
10.1145/3661814.3662121,True,,https://openalex.org/W4394868170,Complete Game Logic with Sabotage,2024.0,2.0,40.0,0.6586,False
10.1145/3661814.3662122,True,,https://openalex.org/W4399909698,Bounding the Weisfeiler-Leman Dimension via a Depth Analysis of I/R-Trees,2024.0,1.0,28.0,0.3457,False
10.1145/3661814.3662123,True,,https://openalex.org/W4391621449,A Profunctorial Semantics for Quantum Supermaps,2024.0,0.0,70.0,0.0,False
10.1145/3661814.3662124,True,,https://openalex.org/W4399889753,Decidability and Complexity of Decision Problems for Affine Continuous VASS,2024.0,0.0,17.0,0.0,False
10.1145/3661814.3662125,True,,https://openalex.org/W4399889888,From Quantifier Depth to Quantifier Number: Separating Structures with k Variables,2024.0,0.0,37.0,0.0,False
10.1145/3661814.3662126,True,,https://openalex.org/W4399889326,A Cartesian Closed Category for Random Variables,2024.0,1.0,38.0,0.3311,False
10.1145/3661814.3662127,True,,https://openalex.org/W4399889270,First order complexity of finite random structures,2024.0,1.0,30.0,1.2852,False
10.1145/3661814.3662128,True,,https://openalex.org/W4399924151,Relevant S is Undecidable,2024.0,1.0,8.0,0.3457,False
10.1145/3661814.3662130,True,,https://openalex.org/W4399889141,"Effectful semantics in bicategories: strong, commutative, and concurrent pseudomonads",2024.0,2.0,76.0,0.6623,False
10.1145/3661814.3662131,True,,https://openalex.org/W4399908444,Element-free probability distributions and random partitions,2024.0,0.0,23.0,0.0,False
10.1145/3661814.3662132,True,,https://openalex.org/W4398191624,Equivalence and Conditional Independence in Atomic Sheaf Logic,2024.0,3.0,23.0,0.9649,False
10.1145/3661814.3662133,True,,https://openalex.org/W4399910979,Verifying Unboundedness via Amalgamation,2024.0,4.0,69.0,1.3666,False
10.1145/3661814.3662134,True,,https://openalex.org/W4399889780,Slice closures of indexed languages and word equations with counting constraints,2024.0,2.0,69.0,0.6914,False
10.1145/3661814.3662135,True,,https://openalex.org/W4399889558,A Nominal Approach to Probabilistic Separation Logic,2024.0,5.0,32.0,1.6557,False
10.1145/3661814.3662136,True,,https://openalex.org/W4399909286,Primitive Recursive Dependent Type Theory,2024.0,0.0,28.0,0.0,False
10.1145/3661814.3662137,True,,https://openalex.org/W4399889779,No Go Theorems: Directed Containers That Do Not Distribute Over Distribution Monads,2024.0,0.0,36.0,0.0,False
10.1145/3661814.3662138,True,,https://openalex.org/W4399889600,A proof theory of right-linear (ω-)grammars via cyclic proofs,2024.0,1.0,40.0,0.3457,False
10.1145/3661814.3662139,True,,https://openalex.org/W4399889535,Composing Codensity Bisimulations,2024.0,2.0,22.0,0.6623,False
10.1145/3728640,True,,https://openalex.org/W4409257271,Quantified Constraint Handling Rules,2025.0,1.0,25.0,1.2634,False
10.1145/3734516,True,,https://openalex.org/W4410125068,Quantum Weakest Preconditions for Reasoning about Expected Runtimes of Quantum Programs,2025.0,1.0,35.0,2.1733,False
10.1145/3779416,True,,https://openalex.org/W4417339646,An Abstract Fixed-Point Theorem for Horn Formula Equations,2025.0,0.0,44.0,0.0,False
10.1145/3793666,True,,https://openalex.org/W7126424374,Cyclic Implicit Complexity,2026.0,0.0,26.0,0.0,False
10.1609/aaai.v33i01.33012654,True,,https://openalex.org/W2885592213,Relaxing and Restraining Queries for OBDA,2019.0,0.0,39.0,0.0,False
10.1609/aaai.v34i03.5672,True,,https://openalex.org/W2996917877,Structural Decompositions of Epistemic Logic Programs,2020.0,13.0,61.0,1.2279,False
10.1609/aaai.v37i5.25778,True,,https://openalex.org/W4382239441,Evaluating Epistemic Logic Programs via Answer Set Programming with Quantifiers,2023.0,1.0,48.0,0.113,False
10.1609/aaai.v39i14.33628,True,,https://openalex.org/W4409365358,Situation Calculus Temporally Lifted Abstractions for Generalized Planning,2025.0,1.0,0.0,0.9574,False
10.1609/aaai.v40i48.42143,True,,https://openalex.org/W7138964997,"Flexible, Lifelong, Explainable, and Robust Solutions for Multi-Agent Path Finding Problems",2026.0,0.0,0.0,0.0,False
10.1609/aaai.v40i48.42148,True,,https://openalex.org/W7138851587,Knowledge-Based Stable Roommates Problems,2026.0,0.0,0.0,0.0,False
10.1613/jair.1.13530,True,,https://openalex.org/W4283579494,Admissibility in Probabilistic Argumentation,2022.0,4.0,49.0,0.5549,False
10.1613/jair.1.17422,True,,https://openalex.org/W4412063508,Explainability via Short Formulas: the Case of Propositional Logic with Implementation,2025.0,1.0,12.0,2.1733,False
10.1613/jair.1.18404,True,,https://openalex.org/W4413121366,Argumentative Reasoning in ASPIC+ under Incomplete Information,2025.0,1.0,0.0,2.1733,False
10.1613/jair.5637,True,,https://openalex.org/W2578213352,Bisimulations on Data Graphs,2018.0,15.0,98.0,1.0162,False
10.1615/plasmamed.2013006341,True,,https://openalex.org/W2123057000,On&amp;apos;mechanism&amp;apos;of&amp;apos;inactivation&amp;apos;of&amp;apos;bio-particles&amp;apos;by&amp;apos;the&amp;apos;plasma&amp;apos;exposure&amp;apos;and&amp;apos;evaluation&amp;apos;of&amp;apos;the&amp;apos;toxicity&amp;apos;using&amp;apos;single&amp;apos;DNA&amp;apos;molecules,2013.0,0.0,2.0,0.0,False
10.2139/ssrn.5385646,True,,https://openalex.org/W4413235606,Temporal Team Semantics Revisited,2025.0,0.0,55.0,,False
10.23638/lmcs-13(4:26)2017,False,"404: <!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually",,,,,,,
10.23638/lmcs-15(3:16)2019,True,,https://openalex.org/W2951530774,Quantitative Automata under Probabilistic Semantics,2019.0,1.0,33.0,0.2,False
10.23638/lmcs-15(4:17)2019,True,,https://openalex.org/W3003327474,"Concurrency and probability: removing confusion, compositionally",2019.0,4.0,27.0,0.2021,False
10.23638/lmcs-16(3:1)2020,True,,https://openalex.org/W4389821594,Playing with Repetitions in Data Words Using Energy Games,2020.0,3.0,0.0,0.4335,False
10.23638/lmcs-17(2:8)2021,True,,https://openalex.org/W3006760284,Constructing Higher Inductive Types as Groupoid Quotients,2021.0,4.0,76.0,1.3657,False
10.23919/fmcad.2018.8602996,True,,https://openalex.org/W4243317484,"Formal Design, Implementation and Verification of Blockchain Languages",2018.0,1.0,0.0,0.3927,False
10.24963/kr.2020/10,True,,https://openalex.org/W3080391573,A Three-valued Approach to Strategic Abilities under Imperfect Information,2020.0,8.0,53.0,0.8155,False
10.24963/kr.2020/11,True,,https://openalex.org/W3080176691,Ordinal Polymatrix Games with Incomplete Information,2020.0,0.0,44.0,0.0,False
10.24963/kr.2020/13,True,,https://openalex.org/W3080775493,An Optimization Approach to Robust Goal Obfuscation,2020.0,6.0,22.0,0.4854,False
10.24963/kr.2020/14,True,,https://openalex.org/W3080484932,Explanatory Diagnosis of Discrete-Event Systems with Temporal Information and Smart Knowledge-Compilation,2020.0,5.0,42.0,0.5781,False
10.24963/kr.2020/15,True,,https://openalex.org/W3011104734,Querying and Repairing Inconsistent Prioritized Knowledge Bases: Complexity Analysis and Links with Abstract Argumentation,2020.0,4.0,59.0,0.5437,False
10.24963/kr.2020/16,True,,https://openalex.org/W3080293060,High-level Programming via Generalized Planning and LTL Synthesis,2020.0,9.0,48.0,1.0605,False
10.24963/kr.2020/18,True,,https://openalex.org/W3080782563,Simultaneous Representation of Knowledge and Belief for Epistemic Planning with Belief Revision,2020.0,8.0,18.0,1.0875,False
10.24963/kr.2020/19,True,,https://openalex.org/W3081326849,Spatial Reasoning about String Loops and Holes in Temporal ASP,2020.0,1.0,40.0,0.0,False
10.24963/kr.2020/2,True,,https://openalex.org/W3040403594,Reasoning with Contextual Knowledge and Influence Diagrams,2020.0,0.0,30.0,0.0,False
10.24963/kr.2020/20,True,,https://openalex.org/W3009463690,A Uniform Treatment of Aggregates and Constraints in Hybrid ASP,2020.0,0.0,14.0,0.0,False
10.24963/kr.2020/22,True,,https://openalex.org/W3081150839,Rational Defeasible Belief Change,2020.0,0.0,43.0,0.0,False
10.24963/kr.2020/23,True,,https://openalex.org/W3049359216,Explanations for Negative Query Answers under Existential Rules,2020.0,20.0,44.0,2.311,False
10.24963/kr.2020/24,True,,https://openalex.org/W3037378061,Revision by Conditionals: From Hook to Arrow,2020.0,1.0,42.0,0.14685955,False
10.24963/kr.2020/25,True,,https://openalex.org/W3080937756,Non-Monotonic Ontology-based Abstractions of Data Services,2020.0,6.0,39.0,0.816,False
10.24963/kr.2020/26,True,,https://openalex.org/W3081416561,Dyadic Obligations over Complex Actions as Deontic Constraints in the Situation Calculus,2020.0,2.0,57.0,0.1359,False
10.24963/kr.2020/27,True,,https://openalex.org/W3081266237,Reasoning about Measures of Unmeasurable Sets,2020.0,0.0,41.0,0.0,False
10.24963/kr.2020/28,True,,https://openalex.org/W3080305882,Lightweight Parallel Multi-Agent Epistemic Planning,2020.0,5.0,30.0,0.58743819,False
10.24963/kr.2020/29,True,,https://openalex.org/W3042708252,Fine-Grained Complexity of Temporal Problems,2020.0,6.0,40.0,0.8093,False
10.24963/kr.2020/3,True,,https://openalex.org/W3081486036,Verifying Strategic Abilities of Neural-symbolic Multi-agent Systems,2020.0,10.0,60.0,1.2234,False
10.24963/kr.2020/30,True,,https://openalex.org/W3080969629,Nondeterministic Strategies and their Refinement in Strategy Logic,2020.0,2.0,45.0,0.2651,False
10.24963/kr.2020/31,True,,https://openalex.org/W3081445187,Two-Stage Technique for LTLf Synthesis Under LTL Assumptions,2020.0,10.0,76.0,1.1653,False
10.24963/kr.2020/32,True,,https://openalex.org/W3081237514,Strategy Synthesis for Data-Aware Dynamic Systems with Multiple Actors,2020.0,15.0,27.0,1.877,False
10.24963/kr.2020/33,True,,https://openalex.org/W3081168039,A Preference-Based Approach to Defeasible Deontic Inference,2020.0,3.0,49.0,0.1359,False
10.24963/kr.2020/34,True,,https://openalex.org/W3080202193,Jokes and Belief Revision,2020.0,2.0,30.0,0.2937191,False
10.24963/kr.2020/35,True,,https://openalex.org/W3080695512,"Argumentation Semantics under a Claim-centric View: Properties, Expressiveness and Relation to SETAFs",2020.0,19.0,19.0,1.9029,False
10.24963/kr.2020/36,True,,https://openalex.org/W3080576334,Token-based Execution Semantics for Multi-Agent Epistemic Planning,2020.0,0.0,19.0,0.0,False
10.24963/kr.2020/37,True,,https://openalex.org/W3081349526,On Sufficient and Necessary Conditions in Bounded CTL: A Forgetting Approach,2020.0,6.0,42.0,0.5437,False
10.24963/kr.2020/38,True,,https://openalex.org/W3080697168,Containment of Simple Conjunctive Regular Path Queries,2020.0,10.0,39.0,0.8156,False
10.24963/kr.2020/39,True,,https://openalex.org/W3013256188,Finite Controllability for Ontology-Mediated Query Answering of CRPQ,2020.0,3.0,47.0,0.4078,False
10.24963/kr.2020/40,True,,https://openalex.org/W3081310136,Fixed-Parameter Tractability of Dependency QBF with Structural Parameters,2020.0,4.0,74.0,0.578,False
10.24963/kr.2020/41,True,,https://openalex.org/W3033823979,A Data Complexity and Rewritability Tetrachotomy of Ontology-Mediated Queries with a Covering Axiom,2020.0,3.0,27.0,0.4078,False
10.24963/kr.2020/43,True,,https://openalex.org/W3039939528,On Finite Entailment of Non-Local Queries in Description Logics,2020.0,2.0,25.0,0.2937191,False
